id,Country Name,Category,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
247,Tanzania,Country,TZA,"Population ages 0-14, total",SP.POP.0014.TO,4569542,4700723,4836781,4983696,5147552,5321390,5499297,5682631,5871037,6067776,6276132,6496847,6728975,6974028,7235139,7511331,7799435,8099366,8412433,8734416,9053039,9365383,9678770,10008598,10334905,10658427,10985057,11309628,11618748,11892073,12151907,12408692,12663875,13022700,13508649,13897479,14077068,14298329,14632446,14986026,15392995,15799153,16205812,16640267,17106948,17612954,18148261,18697975,19250630,19775102,20323095,20917734,21515216,22148261,22820055,23563190,24342531,25091649,25788683,26431464,27074322,27729190,28398164
248,Uganda,Country,UGA,"Population ages 0-14, total",SP.POP.0014.TO,3544004,3669133,3791659,3910241,4023212,4137256,4259427,4389372,4527882,4673331,4824628,4977755,5128639,5279867,5433158,5590439,5751500,5913367,6075461,6235596,6387970,6536454,6691892,6856253,7032988,7229493,7447197,7684581,7939990,8212895,8501993,8807402,9134643,9483987,9847642,10212762,10582956,10959080,11340179,11731495,12124368,12516970,12914590,13315244,13717129,14120806,14525767,14930827,15331550,15732951,16137675,16547755,16960735,17370314,17776072,18177010,18580838,18992554,19412680,19842789,20279634,20722071,21159019
249,Ukraine,Country,UKR,"Population ages 0-14, total",SP.POP.0014.TO,11413874,11717226,11904486,12028025,12034724,11984784,11943000,11905357,11865361,11788197,11678265,11587895,11507680,11400702,11270171,11139718,11010222,10876938,10731664,10666042,10693954,10733346,10763318,10835435,10938400,11024420,11089488,11120220,11134714,11153577,11121499,11060164,11010568,10925582,10738134,10479480,10187683,9871840,9491146,9058379,8629446,8180100,7754850,7422091,7146498,6905325,6713430,6581410,6516026,6506539,6516367,6540904,6603170,6692564,6771766,6848745,6899660,6922875,6897422,6836042,6764221,6671328,5861868
250,Upper middle income,Economic Category,UMC,"Population ages 0-14, total",SP.POP.0014.TO,476298327,477732142,486171931,503089661,519236085,533006890,546734630,558033683,569314000,581802099,593648698,605635581,615654586,625114370,636036416,646352974,655425508,659201968,655357743,650572424,647625100,645703420,646600985,646171824,643278570,641062438,640426143,642407983,645193438,648422395,654489081,659136430,661850782,663923649,664615601,663475529,660705841,655612136,649781676,643765305,636460874,627322080,615880441,604280957,593269226,581902504,572778042,567335629,564402571,562963252,562016807,562099155,564148696,567040506,569960638,572226664,574246548,577096857,578527046,577769263,574677015,569191783,562111482
251,Uruguay,Country,URY,"Population ages 0-14, total",SP.POP.0014.TO,696345,706719,716932,727411,738024,747686,756074,763040,768442,772186,774148,775470,777192,779221,782381,787082,792569,797191,799982,801349,801209,800480,800272,800385,800681,801853,803251,803259,803074,802713,799985,796051,793156,791423,791366,793596,796630,799401,801501,802518,801969,799698,797115,793168,787129,781435,775903,769628,763098,755933,748144,740547,733574,727724,722949,719410,716255,710709,702227,691500,678850,665952,653693
252,United States,Country,USA,"Population ages 0-14, total",SP.POP.0014.TO,55673877,56782395,57353912,57860035,58605080,59419315,59466631,59054758,58766779,58341800,57996508,57624433,56950543,56060923,55140018,54235740,53287581,52481052,51837177,51370075,51063320,51004169,51084189,51162100,51199375,51229081,51329122,51652800,52222578,52924997,53810350,54856034,55899549,56814635,57521641,58055258,58513303,59025893,59555970,60064778,60454437,60656633,60803782,60900614,60949045,60908696,60927659,61045141,61231479,61375149,61453670,61518437,61652581,61748511,61841435,61893515,61946441,61955025,61808443,61515572,61367255,60572632,59856573
253,Uzbekistan,Country,UZB,"Population ages 0-14, total",SP.POP.0014.TO,3390507,3636017,3887836,4134137,4367918,4572905,4748392,4912546,5065093,5209362,5348962,5483296,5613890,5740602,5860693,5972626,6079352,6183102,6286620,6394805,6508907,6632491,6769382,6923601,7097790,7287430,7490555,7699115,7899394,8087302,8245264,8416479,8597331,8767410,8901147,9008151,9110978,9189627,9211648,9150721,9089680,8992592,8876783,8753031,8630600,8505997,8382439,8294165,8252597,8245949,8350595,8460340,8497885,8589180,8739381,8927315,9132172,9341399,9586316,9878144,10190913,10499310,10769768
254,St. Vincent and the Grenadines,Country,VCT,"Population ages 0-14, total",SP.POP.0014.TO,41303,42494,43550,44491,45273,45931,46568,47165,47708,48188,48575,48840,48970,48963,48805,48467,48021,47568,47152,46775,46392,45862,45228,44675,44222,43859,43542,43237,42921,42578,42185,41679,41121,40595,40077,39523,38884,38171,37419,36667,35973,35349,34723,34023,33249,32435,31554,30624,29736,28907,28120,27378,26719,26138,25630,25182,24727,24312,23953,23606,23310,23049,22791
255,"Venezuela, RB",Country,VEN,"Population ages 0-14, total",SP.POP.0014.TO,3822787,3970264,4117568,4265295,4410881,4552879,4691289,4824090,4951512,5073735,5190726,5302362,5408544,5511140,5613979,5720414,5830691,5943633,6058904,6176308,6295036,6413833,6531693,6648734,6766450,6885841,7010504,7139843,7268113,7392576,7511302,7622198,7724037,7816716,7900555,7976636,8047004,8113873,8177754,8237931,8293837,8341130,8379492,8413071,8443750,8473850,8504158,8534220,8563657,8591993,8619013,8643447,8663718,8679249,8688672,8691095,8676097,8611734,8469719,8287106,8115290,7944108,7803975
256,British Virgin Islands,Territory,VGB,"Population ages 0-14, total",SP.POP.0014.TO,3698,3671,3598,3535,3486,3465,3494,3604,3827,4203,4548,4594,4467,4362,4274,4192,4107,4020,3931,3835,3796,3835,3890,3929,3955,3971,3988,4019,4071,4154,4273,4382,4452,4513,4576,4648,4740,4852,4976,5117,5265,5349,5339,5313,5323,5385,5495,5647,5851,6057,6094,6034,5960,5825,5709,5614,5500,5369,5226,5071,4909,4734,4538
257,Virgin Islands (U.S.),Territory,VIR,"Population ages 0-14, total",SP.POP.0014.TO,12202,12224,12564,14350,14777,15876,16959,18026,20345,21796,23055,26310,28778,32005,34295,36079,36788,35540,36113,35398,35742,34946,34218,33645,33104,32465,31808,31262,30883,30693,31471,31716,32072,32435,32659,32307,31571,30888,30139,29317,28636,28018,27328,26601,25853,25116,24394,23765,23242,22808,22404,21997,21632,21336,21128,20987,20883,20796,20700,20566,20476,20373,20218
258,Viet Nam,Country,VNM,"Population ages 0-14, total",SP.POP.0014.TO,13372096,13972094,14564295,15216632,15760867,16194742,16628004,16999534,17311381,17604121,17887091,18210914,18500428,18767205,19030135,19289618,19656850,20043756,20370233,20697164,21081222,21563076,22103176,22652413,23186151,23703101,24186691,24616419,24981470,25319186,25647419,25945642,26200188,26382817,26467349,26435026,26271007,25992634,25636005,25227684,24785586,24335707,23916985,23524636,23142328,22758323,22354945,21965246,21633179,21383250,21230459,21175292,21208005,21310792,21451362,21590509,21707980,21789419,21847119,21893514,21932616,21974314,21984171
259,Vanuatu,Country,VUT,"Population ages 0-14, total",SP.POP.0014.TO,28918,29921,30961,32008,33075,34191,35333,36499,37687,38893,40118,41364,42633,43922,45229,46554,47901,49264,50618,51909,53059,54163,55347,56618,57982,59417,60921,62471,64054,65654,67315,69064,70857,72666,74428,76129,77746,79267,80711,82091,83314,84468,85643,86746,87799,88819,89843,90945,92196,93571,95440,97900,100586,103448,106454,109513,112552,115550,118457,121247,123918,126428,128713
260,World,Union,WLD,"Population ages 0-14, total",SP.POP.0014.TO,1132725957,1150386675,1173803068,1205548725,1236491604,1264579543,1291629125,1315759308,1340292441,1365946559,1390613936,1415543186,1438183497,1460238778,1483674010,1506318000,1527735265,1543924656,1552443908,1560845552,1572021435,1585350685,1602250382,1617929157,1631428272,1645824599,1661766218,1680382713,1699773192,1719769540,1742405218,1763513431,1783061705,1801701336,1817055396,1829025371,1838712127,1845254765,1850086721,1854175147,1856848266,1857718873,1856764874,1855659788,1854641997,1852985549,1853797692,1858750119,1866818626,1876859444,1887878162,1900056928,1914610955,1930271841,1945726496,1959777405,1972895820,1985918394,1996773844,2004675268,2009736288,2011136335,2009862759
261,Samoa,Country,WSM,"Population ages 0-14, total",SP.POP.0014.TO,57573,59840,62049,64124,66039,67888,69664,71066,72090,72983,73764,74420,74965,75431,75971,76549,76943,77031,76914,76753,76561,76270,75419,74048,72611,71225,70093,69591,69470,69244,68940,68792,68965,69388,70012,70782,71659,72608,73601,74606,75592,76480,76928,76947,76832,76571,76153,75863,75818,75834,75965,76269,76666,77105,77596,78129,78741,79412,80056,80688,81512,82516,83549
262,Kosovo,Territory,XKX,"Population ages 0-14, total",SP.POP.0014.TO,416049,428621,444195,458055,469355,478650,487386,496340,504935,513892,522807,532044,544522,557417,570320,582173,593702,603797,612250,620020,628468,637967,647045,657403,667176,676917,685205,691113,695547,698413,701907,706476,707145,704245,700325,696351,692702,688762,666673,631609,609936,588771,566123,544359,524928,508078,499091,495302,494557,495180,497164,494746,488590,485260,480118,464296,447283,437620,428003,415867,405262,392962,375826
263,"Yemen, Rep.",Country,YEM,"Population ages 0-14, total",SP.POP.0014.TO,2257785,2300891,2345836,2395366,2453608,2522385,2599997,2684153,2774050,2869879,2973005,3083542,3201350,3325261,3454824,3592314,3738379,3893478,4057584,4232651,4419953,4616840,4822705,5039598,5267933,5506437,5754467,6010839,6275132,6545674,6820310,7098414,7378922,7660765,7936530,8196675,8427442,8633491,8827849,9013912,9192737,9357945,9512356,9663968,9816371,9971414,10133075,10296779,10458683,10623524,10796384,10992628,11209631,11434628,11664020,11892206,12121710,12349664,12568810,12777494,12974606,13150475,13309233
264,South Africa,Country,ZAF,"Population ages 0-14, total",SP.POP.0014.TO,7013285,7186834,7390614,7599960,7827378,8077235,8335393,8599441,8867599,9140805,9419514,9676061,9905109,10129863,10359416,10594767,10834694,11049782,11236274,11430387,11638202,11880579,12155224,12430365,12707639,12993200,13334610,13771284,14274442,14814417,15351445,15860282,16312860,16675171,16938410,17105663,17188510,17145956,16993268,16781321,16497279,16169421,15838793,15527556,15262194,15061499,14918651,14826749,14817146,14849214,14880836,14957475,15108204,15312902,15540395,15799278,16004660,16191510,16445884,16697281,16899481,17029519,17100181
265,Zambia,Country,ZMB,"Population ages 0-14, total",SP.POP.0014.TO,1438034,1490716,1545984,1604989,1666412,1728560,1792239,1857555,1924639,1993677,2064164,2135981,2209743,2285564,2363069,2442649,2523982,2606128,2688772,2771576,2853899,2937287,3024112,3113286,3202938,3293061,3384178,3474980,3564730,3654818,3744599,3834325,3925674,4019983,4119231,4224000,4332408,4442488,4554405,4669466,4788915,4913563,5044385,5183480,5332889,5494897,5668764,5850739,6038245,6229762,6424528,6621361,6818473,7014106,7206182,7393017,7577330,7759440,7936292,8105773,8267697,8424534,8578886
266,Zimbabwe,Country,ZWE,"Population ages 0-14, total",SP.POP.0014.TO,1800980,1871261,1946035,2026700,2100580,2164608,2230252,2298696,2370298,2445391,2521644,2599891,2683855,2774571,2871858,2972461,3074569,3171203,3252814,3341173,3505159,3680175,3808813,3955722,4101131,4228630,4351572,4500018,4665914,4782127,4856614,4918157,5002789,5048400,5027497,5017258,5005328,4988038,4976214,4972055,4971043,4978602,5000064,5041155,5097724,5154353,5219789,5288074,5356330,5441257,5542936,5651075,5764310,5879046,5981856,6068599,6144984,6217928,6291632,6367398,6449021,6540280,6631688
